Feature ID	Taxon	Confidence
cfee642402c5d4d09126aae546b8ef0a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__EF100-94H03;D_5__uncultured alpha proteobacterium;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.996035620191917
068abbd3fd8a75b22555e4c79136406e	D_0__Bacteria;D_1__Candidate division WS3;D_2__uncultured Latescibacteria bacterium;D_3__;D_4__;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.718995392640884
b549910254da1c7fc71185aa7dc9a6fa	D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Deep Sea Hydrothermal Vent Gp 6(DHVEG-6)	0.9806869054009929
ceddbe739b1350fec2260e9cc81343b2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Rhodospirillaceae;D_5__Defluviicoccus;D_6__uncultured alpha proteobacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9832930433601182
6012aaa6a7ebf58e79107381ffc15b40	D_0__Bacteria;D_1__Bacteroidetes;D_2__Sphingobacteriia;D_3__Sphingobacteriales;D_4__Chitinophagaceae;D_5__uncultured;D_6__uncultured Bacteroidetes/Chlorobi group bacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.7257161230356151
eaaff18c8277891fc8b20fe6cc502265	D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Deep Sea Hydrothermal Vent Gp 6(DHVEG-6)	0.9830743433887678
de18c691db693635cea24b623233b381	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Rhodospirillaceae;D_5__uncultured;D_6__uncultured alpha proteobacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.7308566291162432
f248659f61eba978759efdac5c8d75fe	D_0__Bacteria	0.9961062882027971
38c91415a416c4161f42ac21a084599b	D_0__Bacteria;D_1__Planctomycetes	0.998048288679395
6a5e6ff67ac3c41c7bb3fbd4959ecc5e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Chromatiales;D_4__Ectothiorhodospiraceae	0.7460335605517938
317fa65ad11eac931ab7d807d348d4f5	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9999984126065261
d1bbc69fee2cb463cd1be98c83d6ebda	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Rhodospirillaceae;D_5__Magnetospira;D_6__uncultured marine bacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9997376417052801
f14b9d5fda60961929e1a236e130ec8f	D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres;D_3__Deferribacterales;D_4__SAR406 clade(Marine group A);D_5__uncultured marine bacterium;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9999685778102099
4ad710537fdcdb1c7f56fa2c8612f54f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae;D_5__Porticoccus;D_6__uncultured bacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9824586892292729
c3ece8a4933e6592ce763131f0188f2c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__OCS116 clade;D_4__uncultured alpha proteobacterium;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9983839647704603
b4bbd5610672e3c8922f71cfe54c5781	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__FS140-16B-02 marine group;D_6__uncultured bacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9857967100027526
0efc9212fa6a7e88e79ff500390b021d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.99998839886416
37882203535c21db93a252090f411a53	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9217735336938481
975d0a65144c202ca4b062451282d5c7	D_0__Bacteria	0.9980832566078908
2db59b8541bc3a228c9bbf7d9dfc07c4	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Opitutae;D_3__MB11C04 marine group;D_4__uncultured bacterium;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9694302651909206
2b9faabb44b3e53691e88be0d465bb86	D_0__Bacteria;D_1__Chloroflexi;D_2__uncultured;D_3__uncultured soil bacterium;D_4__;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.8592355489727718
115886f1e439edab7388185893402b6e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__uncultured;D_5__uncultured bacterium;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9729167277525909
4545c0c6b1456105c05214955d507b94	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Chromatiales;D_4__Chromatiaceae;D_5__Nitrosococcus;D_6__uncultured gamma proteobacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9107763253750937
0465817e15eaab66f9769535255b12f1	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Rhodospirillaceae;D_5__AEGEAN-169 marine group	0.9999999999503846
2502b2981c0d03bdfee18a9c6b48b0cb	D_0__Bacteria	0.9984643541121978
c885e4b77b8e651ca68ef6711f99090e	D_0__Bacteria;D_1__TM6;D_2__uncultured bacterium;D_3__;D_4__;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9923522851929479
1990f8d075b05cf72fe189744895a357	D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres;D_3__Deferribacterales;D_4__SAR406 clade(Marine group A);D_5__uncultured gamma proteobacterium;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9778294117936146
e26275226012d00ceef58d414406405b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.8143186627575297
15f9891209cc57e87a080089016aca5a	D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Cytophagales;D_4__Flammeovirgaceae;D_5__Reichenbachiella;D_6__uncultured Bacteroidetes bacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.992953591074359
5e948b92fd255b9511121241f19dad17	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.8640903189660298
ed0d17a1c2b7a810d51ab911f59bb995	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Rhodospirillaceae;D_5__OM75 clade;D_6__uncultured alpha proteobacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.8725404661081302
c26ada3d27f69c90bf42d4f32302fc39	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Coxiellaceae;D_5__Coxiella;D_6__uncultured gamma proteobacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.7909731822543081
379bf2e4fc3a56e7a713f6c9a6958732	D_0__Bacteria	0.8911370660205834
85da05cde6b501db94b5bb9f5b284206	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.8224914876075555
a0ca43232f71087b6e6f3217d465aafb	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfuromonadales;D_4__GR-WP33-58;D_5__uncultured delta proteobacterium;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9987541479814482
04d7bdfd0c03173453317650d648d3bc	D_0__Bacteria;D_1__Firmicutes	0.731310106913955
838b539ee58ec706fa5f9b35ea022039	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__SUP05 cluster	0.9881716885622488
62a8a11009414380d216325d94d9133c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Sphingobacteriia;D_3__Sphingobacteriales;D_4__NS11-12 marine group;D_5__uncultured Bacteroidetes bacterium;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9650181802902639
f2175256f65ccadbc152735a787366c0	D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Deep Sea Hydrothermal Vent Gp 6(DHVEG-6)	0.9896356892092099
c4c933cdb486f7b7e549fe2302dfd16e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9479702725448885
b2817c37b8e2ad0820430cfea674d05f	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Acidimicrobiales;D_4__Sva0996 marine group	0.9999862268408704
